ItemID,Sentiment,SentimentSource,SentimentText
5150,1,Sentiment140,! @webaddict @krystynchong ha don't concern myself w/ age gaps so long as it's legal wen it comes 2 attraction. Pouncing? I'm all 4 it. 
982,0,Sentiment140, 2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type
5893,0,Sentiment140,"#Big Brother ! That eviction was cruel! I liked Beinazir, didn't get a chance to be herself "
3170,0,Sentiment140, nothing with Lalalauren_ 1weikert 2hale 3.study 4morello 5hartley 6cardona 7lunch 8shongut
1872,0,Sentiment140, Empty Nest...literally @ my fiancee's.  I hope they're still around. They were SO CUTE &amp; I miss them!
1030,0,Sentiment140, gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml
4918,1,Sentiment140,#familyforce5 get to number 1 so I can stop 
2178,1,Sentiment140, haha dating the enemy!
4886,0,Sentiment140,#eu09 vergÃ¼enza a todos los que no votaron / Shame on all those who didn't use their vote 
1098,0,Sentiment140, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
1661,0,Sentiment140, dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.
3852,0,Sentiment140, kids at the cuz house! i'm so alone...
2168,0,Sentiment140," guys... the mouse isn't a hallucination. He's a real, fuzzy, whiskery thing. How do i get rid of it without killing it?"
4190,1,Sentiment140, yay Queen is here!
944,0,Sentiment140, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared
2355,0,Sentiment140, Jay's last show in 2 minutes.
4937,0,Sentiment140, this sucks!
5438,1,Sentiment140,#followfriday my bff from high school and email therapist @stefmcguire 
4832,0,Sentiment140, the ex makes me feel so uncomforable.
176,1,Sentiment140, @ progressing in the production department with &quot;The Uprizing&quot; thats the priority getting the head nodding beats and then we reach out
2986,0,Sentiment140," I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year"
4849,0,Sentiment140, there is a sad face. i missed so you  think you can dance last night!
827,0,Sentiment140, come party
694,0,Sentiment140, @ last.fm not working.
2280,0,Sentiment140, hate going to the doctors. also hate having to go back an hour later to get prescription.
3083,0,Sentiment140, i wanna play scattergories at jean grae's. left outttt.
2166,1,Sentiment140, guitar in a weeeeek
5640,0,Sentiment140, My Wireless is being silly      &gt;&lt;         Grrrh !                                                -----
6007,1,Sentiment140,"#chaser was pretty good tonight. I miss the old eps, but it was much better than what could have been. So kudos to the boys "
2556,0,Sentiment140," I do look like luda, ugh."
5815,1,Sentiment140,#bb10 SEE THOSE PICTURES ON THE WALLS - I HAVE A LOAD OF POSTCARDS WITH DIGITAL IMAGES ON LIKE THAT!!! The are lush 
3756,0,Sentiment140, its raining
603,0,Sentiment140, Awww derek is at work back to making kandie with the little ones  :o
48,0,Sentiment140, - All Time Low shall be my motivation for the rest of the week.
2109,1,Sentiment140, Good morning
327,1,Sentiment140,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy
1409,1,Sentiment140," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
5133,1,Sentiment140,"' you make me feel so crazy , I really feel you baby ' "
2853,0,Sentiment140, i just saw a bunny outside and i thought it was my cat. I hate this.
1585,1,Sentiment140, I hope you find a great trousers
3350,1,Sentiment140, im so awesome 
2408,0,Sentiment140, hey isn't this easy. 
3441,1,Sentiment140, isn't today a wonderful day?
3851,0,Sentiment140, kibler got Lavalanche with brainbite.
645,0,Sentiment140,  why is it raining?
941,0,Sentiment140, feelin very pessimistic ):
5997,0,Sentiment140, pray for the six people who died in the Washington metro train crash..
4604,0,Sentiment140, Shoulder still playing up EEK
1594,0,Sentiment140, I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):
2238,0,Sentiment140, Happy Graduation 8th ): I'll miss some of you a lot. Don't 4get to e-mail.  Lots of Love ~ *Olivia*
1551,1,Sentiment140, concert later tonight!
5274,1,Sentiment140,#ff @Tattooed_Mummy because she just broke Microsoft and her wit is as sharp as her teeth 
1746,1,Sentiment140, eatin cereal
1623,1,Sentiment140,--- click on my name &amp; go look at my profile 
3289,0,Sentiment140, i wish u guys would stop fighting
2382,1,Sentiment140, I &lt;3 Bobby
4757,1,Sentiment140, summmmeerrrr.. love it!
5260,1,Sentiment140,#amgrat ...for new oppotunities...for understanding it is not the world but only me standing in my own way...for a lovely day 
3861,0,Sentiment140, they never reply.
1248,0,Sentiment140, Apple has delayed the release of OS3! http://bit.ly/2lwpll
5432,1,Sentiment140,#followfriday introducing you to @peppysophia. She has awarded me a chrono watch for a twitter contest!!   
3927,1,Sentiment140, love you lex
559,0,Sentiment140,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
125,0,Sentiment140,  Why aren't there any trains going to manchester on a sunday?!!  Now I can't go to the @jonasbrothers concert.
2586,1,Sentiment140, I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!  
6163,0,Sentiment140, say it ain't so #trackle say it ain't so!
4575,0,Sentiment140, sad with no one to talk to
3216,0,Sentiment140, idk what else to do
737,0,Sentiment140, @ jonas brothers youtube bein suspended
3548,0,Sentiment140, Sorry. Just think - 2.5 hrs till 2 days off!
4776,1,Sentiment140,#digg if anybody needs any help with digg add me or @ me. I'll be more than happy to help. 
6100,0,Sentiment140, riding horses
4758,0,Sentiment140, SUMONE KILL IT!!
3073,1,Sentiment140, I thought it would be like.. 2pm by now.
5825,1,Sentiment140,#bgt A thousand apologies tweeple...THIS is the link  http://bit.ly/31XYD0
1319,0,Sentiment140, I can't hear a damn word that TBS is singing 
4217,0,Sentiment140, my phone died.... Now i have to use my dads other one....
4811,0,Sentiment140, that hurts
4444,0,Sentiment140, Poor lady. I wish I could help.
1496,1,Sentiment140,- bouta' watch mall cop 
2045,0,Sentiment140, going home. We all knew I would have to go home some time 
346,1,Sentiment140,     praise God for this beautiful day!!!     
5177,1,Sentiment140,!rb vi @jennyleepenny: &lt;---nice back in the day!hiya @1980s didnt see ya over there  HI @LuckySong â™« http://blip.fm/~8ayp8
4873,0,Sentiment140,#e3 ... I feel so sorry for Abagail.  
711,1,Sentiment140,-- . BYYEEE . ILY2 Jamarcusssssss 
1385,0,Sentiment140, blonde moment @Sammy_Bunny  thihi
3094,0,Sentiment140, i want some change! Hos!
1806,1,Sentiment140, don't ask... and if u do you will regret it alot
1105,1,Sentiment140, had a Really good night!!! Stoked for things to come!!!
4891,1,Sentiment140,#euruko let's make some noise with archaeopteryx 
558,0,Sentiment140, - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xr0238tmq
4525,0,Sentiment140," RMPS exam today - t'will be rubbish I presume. Had a fabby weekend shopping with zoe, 16 mile walk in 4 hr 20 and family dooo XD"
2626,0,Sentiment140, i has no followers to message to
1665,0,Sentiment140, David Eddings is dead. I hope he died believing he'd gotten that one story finally told.
2119,1,Sentiment140, Goodmorning again! haha. ) uggh. i'm getting kinda hungry :|
5844,0,Sentiment140, Not a fan of jumping spiders . . I'm paranoid to go to sleep tonight. ;_;
835,0,Sentiment140, couldn't find it
3573,0,Sentiment140," Stuck ! Doing History Proj Bout Wednesbury D':  &amp;&amp; Bored As Usual ,"
6140,1,Sentiment140,#InappropriateMovies Who's Afraid of Virgin Woolf 
867,0,Sentiment140, dont feel good ptosis ;)
4362,1,Sentiment140,"#3breakupwords &quot; problem isn't you, it's me.. &quot; ( lie .  )"
4606,0,Sentiment140, sick and I hate it.
3456,0,Sentiment140, shes on morphone. had 3 stints put in her heart. wtf
713,1,Sentiment140,-- . You aint gotta apologize. I know I'm not ugly. 
4015,1,Sentiment140, moday is the last day of skool!! only a half day  
4837,0,Sentiment140, The movie starts at 3:45 and its only 3:30
5716,1,Sentiment140,#goodsex is when your partner puts you in a whole new dimension ! A complete trance 
4456,1,Sentiment140,"#AlbumoftheWeek I name Sunset Rubdown's newest album, Dragonslayer, the album of the week, 'cause I frickin' love it "
2509,0,Sentiment140, I changed my mind 
5634,1,Sentiment140,- My TT155 livemix from Tuesday: http://bit.ly/YjYKO - Let me know if tracklist needed.. 
4485,0,Sentiment140, poor roo. Today is not going well for him.
1521,0,Sentiment140, can't get on the net on my phone
44,1,Sentiment140,"  ... Do I need to even say it?  Do I?  Well, here I go anyways:  CHRIS CORNELL IN CHICAGO!  ... TONIGHT!    "
367,0,Sentiment140,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
4247,0,Sentiment140, Nightmare - Dreamt I had moved back into the house of doom with evil landlord... Eeeek!
2577,0,Sentiment140," i feel like freakin crying,"
2354,0,Sentiment140, Jay Leno's last show
4607,0,Sentiment140, sick and sad.  Bed. waking up. getting ready then HOPEFULLY going to see my older brother tomorrow in the fucking hospital !
56,0,Sentiment140,  David must be hospitalized for five days end of July (palatine tonsils). I will probably never see Katie in concert. 
813,0,Sentiment140," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'("
4613,1,Sentiment140,#bgt vote dream bears 
4177,0,Sentiment140, worried about the bf. He's been having pains on the left side of his stomach. If it doesn't get better soon we're going to see the doctor
870,0,Sentiment140, dont know whats wrong with me
4568,0,Sentiment140, Ron Kuby is off the air. BUT I did just find out Thom Hartmann has a free podcast!
5144,1,Sentiment140, yuh.  BUT...it's cold outside...
2529,0,Sentiment140, I dont have lunch money
144,1,Sentiment140, &quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....
4904,0,Sentiment140,"#f1 So, another good race for us tifosi then "
2093,0,Sentiment140, Going back to houston
4036,0,Sentiment140, my Bday is almost over!!!!!
1641,0,Sentiment140," crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life..."
3649,1,Sentiment140,"- It's Manillusion's 4th birthday! Stop by for good offers, candy and longer opening hours "
4494,1,Sentiment140, Quote Of The Day: Megan Fox Opens Up About The Casting Couch http://tinyurl.com/o7ot62
5667,1,Sentiment140,#food #KFCPhilippines Ano mas masarap? Chicken na may talong? o Talong na may chicken?! hahaha... I love new KFC's rice bowl meals!!! 
3514,1,Sentiment140, Iï¿½m feeling greate 
160,0,Sentiment140, .. i wantt hiim soo badd !!
4169,0,Sentiment140,- Won't someone PLEASE give me a job? Pretty please?! A physics degree has to count for something? 
1523,0,Sentiment140, cant leave because my dad is in the bathroom...
1021,0,Sentiment140, going to bed
2290,0,Sentiment140," havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!"
938,0,Sentiment140, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
2730,1,Sentiment140," i have a new pictureee...i don't have face buuut...it's beatiful! aah the photograph is Sara, she've a great future how photograph haha"
515,0,Sentiment140, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj
249,0,Sentiment140,    ...that is all.
2653,0,Sentiment140, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.
1325,1,Sentiment140, I Cant wait to watch britians got talent !!!!!! I dont like holly :O
3482,0,Sentiment140, so tired from work http://bit.ly/pQHGk
4940,1,Sentiment140, 'Through the Loop' by Pendulum starts with a heavily distorted version of Wonka's epic creepy song during the trippy boat part!
5656,1,Sentiment140,"#followfriday Thanks, @Annhesketh "
4729,0,Sentiment140, sometimes i really wonder if what i have really are panic attacks...
1018,1,Sentiment140,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
3112,0,Sentiment140, i wish my bf realized how great i was
3830,0,Sentiment140, just found out my friend's dad passed away yesterday 
4615,0,Sentiment140,#BGT wants Stavros Flatley to win but can't get through 
2562,0,Sentiment140, i don't know...?
4646,1,Sentiment140,"#Charlotte NC Rides i need a ride to pgh,pa! (huntersville): Hi, I'm sane.  I thought I sh.. http://tinyurl.c.. http://twurl.nl/m23j1d"
1663,0,Sentiment140," darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.(("
1895,0,Sentiment140, Farm Town isn't connecting for me. And I have crops that need to be harvested. #fb
4603,0,Sentiment140, Shopping...yay 
81,0,Sentiment140,"  I will send sunshine to Northern Ireland, are you going swimming today @kezbat"
949,1,Sentiment140,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
5456,0,Sentiment140,"- Laughing like a retard.. :| HAHAHA.. ! Nice prank, Gugu. You were hysterical. Sadly.. my knee is still injured.. "
2765,0,Sentiment140, I heard thunder... &amp; I think someone's upset at me because I'm a str8 up blunt person... I need some advice on how not to be so blunt ha!
3624,1,Sentiment140, init woo lol wait can you see the videos on the side?
3021,0,Sentiment140, My thumbs hurt from cutting pappper.
2122,1,Sentiment140, goodnight luvs
2012,0,Sentiment140," FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;("
4840,0,Sentiment140, the rain stopped
3144,1,Sentiment140, I try t remind myself often that even the smallest input  can produce   big results  http://tinyurl.com/2mn6vl  
3594,0,Sentiment140," i'm off, fuck you all"
3656,1,Sentiment140," It's raining in Hampton Roads, VA &amp; I love it! I'm feeling like Gene Kelly &amp; going out to rent some movies: http://ping.fm/GJFqA"
3777,0,Sentiment140, just 
743,0,Sentiment140, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
446,1,Sentiment140,  is listenin to my new fav band more amor
5870,0,Sentiment140, nyc. Fuck I shouldn't be watching movies set in the city
3380,0,Sentiment140, really really sad! one of my best friend's left school today! i'll be seeing him in the summer holidays though 
744,0,Sentiment140, @beckobviously i have no car to come to you either.
5146,1,Sentiment140,"! @bradbechler Good morning, Brad! I am ready to empower myself for a renewed week &amp; renew myself for an empowered week! "
6116,0,Sentiment140, sad because MTV music awards isn't being aired in this country..so now i'm uber sad tonight
1716,0,Sentiment140, i miss the days when i was the starfish to his sponge
2598,0,Sentiment140, i feel like shit
3601,0,Sentiment140, I'm so confused...
5092,0,Sentiment140, wish i could be loser
2607,0,Sentiment140," I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!"
2561,0,Sentiment140, I don't know what to wear....
1757,0,Sentiment140, even the hoff can't bandaid the scar left by diversity winning and not the father son dancey team.
824,0,Sentiment140, cnt even use a single Twitter App!!!!!
4829,0,Sentiment140, the columbus blue jackes may be movieing to anew city to play at  thats sad news
390,1,Sentiment140, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
696,1,Sentiment140, @aChAotIcBeaUtY
1139,0,Sentiment140, am I a loner?
4709,0,Sentiment140, soggy nachos. Even worse they added beans &amp; forgot my jalapenos.
965,0,Sentiment140," @Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman"
5127,0,Sentiment140, you alway's mis place thing's
2285,0,Sentiment140, Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/
3150,0,Sentiment140, I wanna go home :0 fuck myself
4779,0,Sentiment140,#diversity to win!! but that boyle woman will 
1858,0,Sentiment140, I want to but i can't 
4243,0,Sentiment140, never thought it'd be like this.
2701,0,Sentiment140, LONELY. lol. i'm so boredddddd
900,0,Sentiment140, @monique4ever is messing with my mind.
2887,0,Sentiment140, I miss all my babies back home. Someone cuddle me via esp!
4282,1,Sentiment140,!@monettenom Perfect!  Thank you! http://twitpipe.com/
3097,0,Sentiment140, I want to puke... . They have stolen my blood :ï¿½-(
5967,0,Sentiment140, orientation at 8 in the morning.  Fuck college!
537,0,Sentiment140,  nothing....
380,1,Sentiment140,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. 
2648,0,Sentiment140, i has to do the dishes 
1370,0,Sentiment140, back freakin hurts.
5417,1,Sentiment140,#followfriday everyone on my list   lol much love to all my followers
1332,0,Sentiment140, am so upset but i wont tell you!
2914,1,Sentiment140, MY MAN IS HOME 
3484,1,Sentiment140, Sold another shirt on CafePress: http://bit.ly/Fszc2
3363,0,Sentiment140, I'm still tired. I think Il make some coffee. Hopefully it keeps me up. z.z
4256,1,Sentiment140, no finals today!  Three more days til I'm a senior 
1185,1,Sentiment140," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
3839,0,Sentiment140," just had a call from kita, she's arrived!  but im eating an banana (Y)"
2711,0,Sentiment140, lost my spot in front of the heater
4438,1,Sentiment140," please do and retweet, http://bit.ly/cnxrk"
4434,1,Sentiment140,--- Playing basketball and throwing a disc around at the park.  Life is awesome ... 
4253,0,Sentiment140, no eagles tickets for k3v0
5256,1,Sentiment140,"#alliances Best practices - @Stalwartcom podcast with yours truly, glossing over alignment &amp; metrics topics   http://payonperformance.com"
5888,1,Sentiment140, olivia rocks ! and im going to bed had a great night at the studio keep up with the satellite skyline myspace gnight everyone !
6108,0,Sentiment140, Roobbb!! Please come home!! 
4702,0,Sentiment140, so tonight's the night we all roll along.
5746,0,Sentiment140,#haveyouever been put in a full nelson on your 23rd birthday?? 
2716,0,Sentiment140, maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules
4028,0,Sentiment140, must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary ag... http://ow.ly/ejFF
3746,1,Sentiment140, It's an ugly day
4675,1,Sentiment140,#delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday 
225,0,Sentiment140, @lorinimus hates Bebot App
1988,0,Sentiment140, I'm boreddddd...rain rain go away.
5946,0,Sentiment140,#hoppusday is dying 
4197,1,Sentiment140,- Yet another 6am studio finish...but great results  
1149,0,Sentiment140,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
1289,0,Sentiment140, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse
5966,1,Sentiment140," Ordered tickets: #Muse, 2nd of November, Antwerp Belgium!"
4204,0,Sentiment140, you're ironing early! Going out? Probably karma for keeping me up past my bedtime. Knackered.
572,0,Sentiment140, #p1wimax no signal detected here at the gardens
3360,0,Sentiment140," Im sorry Marena. If you liked scary movies, I'd say come with me."
1079,1,Sentiment140, Gossip girl tonight!!!
5853,0,Sentiment140, not happy with pc right now.
4903,0,Sentiment140,#f1 Rubens knows he has lost any chance of the world championship 
3709,1,Sentiment140, the day don't look to bad now lol
5470,0,Sentiment140, listening to sad songs 
698,0,Sentiment140,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic "
5918,1,Sentiment140,#byranflurry agree with you that would be a great color for #notoconass 
1639,1,Sentiment140, cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!
2336,1,Sentiment140," its going to be a good day, yes sir a goooooooooooooooooood day!"
5290,1,Sentiment140,#firstrecord First single i bought was Spice Girls 2 become 1 !! First album i think was Now 35; but with own money was Hanson 
6130,0,Sentiment140,"#inaperfectworld my blog wont exist, Idle Random whatever thoughts   http://bit.ly/MEr5S"
2538,0,Sentiment140, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!
3273,0,Sentiment140," i was vometing all ova the place.. and at the end, mrs vall was like to my mum &quot;is ur daughter a bullminic&quot;...like wtff"
4425,0,Sentiment140," out with the old, in with the new...http://www.thestar.com/News/GTA/article/652705"
2211,0,Sentiment140, is about to die. Coach trip C4 it's lols watch it!
4328,0,Sentiment140,- not really feelin good . 
3591,0,Sentiment140, I'm not going to be here when our Chickens arrive.....
5948,1,Sentiment140,#hoppusday is today 
1584,0,Sentiment140, I hope the RAPE GHOST doesn't get me.
1426,0,Sentiment140, i don't know why but i'm really sad and worried at the moment.
450,0,Sentiment140,  Just found a bone in my chicken nugget    Not cool
4132,0,Sentiment140, why cant anything good happen for or to me? i jus want to be in love. :'( *crying*
464,0,Sentiment140, AFI are not at reading til sunday this sucks !!!!!!!!!
5325,1,Sentiment140,#FollowFriday @21119....one of my favorite people. 
4576,0,Sentiment140, sad. TJ is down for maintinence
3638,0,Sentiment140, it wont work 
3626,1,Sentiment140, insomniac enjoying life @ 3:21AM.
3030,0,Sentiment140, Need for speed High stakes doesn't work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE
3986,0,Sentiment140, Want to be at meet up again
115,1,Sentiment140,  There's going to be a Heathers sequel.  Winona4ever!  They better not fuck it up.
4221,0,Sentiment140, my prescription isn't covered on our insurance sad face
5500,1,Sentiment140, Making Demo's!
3436,0,Sentiment140,- Is not looking forward to the next 6 weeks of hell (summer session I @Temple)   June 30th can't come soon enough...
5907,1,Sentiment140,#BSB Info: First single is confirmed by Brian and it will released on July! Hope the single will be Hologram!  Smile alwaysz!
2128,0,Sentiment140, got my hands burned sunday at a fire. But doing much better. I guess too many beers equal me sitting too close to a firepit lol whoops.
5423,1,Sentiment140,#FollowFriday Great guys to converse with  @josephbrady @Azlen @Shrewd_Boy  #FollowFriday  
3703,1,Sentiment140, Thats great to hear!. BTW what is your name?
1878,0,Sentiment140, even worse than I thought 
897,0,Sentiment140,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April "
612,0,Sentiment140, bad day 2day. Broken glasses  rainy weather  uof
72,0,Sentiment140,  I think I may be too friendly...lol... o well...
1904,0,Sentiment140, feeling very down this friday morning... i hate when i have time to think... i just get myself down /sigh
5536,0,Sentiment140, mornincrew hates me and i dont like it
511,0,Sentiment140,  General Motors sold hummer :S :S
778,0,Sentiment140, @misterdjin i just saw...
2519,0,Sentiment140, I Didnt Expect My Niqht O2 End This Early..
5951,1,Sentiment140,#hoppusday sounds good  how about a #blinkday?
3414,0,Sentiment140, I'm too tired for 21 more days of this; I miss you&lt;3
1900,0,Sentiment140," feel like crying. fucking bitch stealing my family, i want them back."
1473,0,Sentiment140," because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!"
5175,0,Sentiment140,!FREE! Doughnuts today... Krispy Kreme is the Best unfortunely Dunkin Doughnuts is closer  
3987,0,Sentiment140, want to go back to sleep cos its too early but im not tired at all x
1336,0,Sentiment140, And I have to get going #MCRchat
5455,0,Sentiment140," Latest CDC infromation on E. coli in raw refrigerated, prepackaged cookie dough: http://tinyurl.com/locbao"
5838,0,Sentiment140,#bgt shame you cant vote in Ireland  P: Anyone notice that B G and T are in a straight line up on the keyboard?
5391,1,Sentiment140,#FollowFriday @nik_kee_dee cos she plays the bass in HOTPANTS!??? OMG! 
5297,0,Sentiment140,"#flylady finger cut,while washing a class that broke  plaster on lets put timer on 2 continue with dishes ..."
1515,1,Sentiment140, Can yah figure it outt?!
1767,0,Sentiment140, fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..
2947,0,Sentiment140, I might quit
122,0,Sentiment140,--  we were standing out in the pouring rain.. We were sitting on top of the world..  --   summer sucks      --
2972,0,Sentiment140, I need some more time from work!
3383,0,Sentiment140, re-bandaged &amp; back to the regular vet tomorrow to fix their mistake. inner tie has come loose to create internal bleeding that is leaking
4855,0,Sentiment140,#dontyouhate when you find out that today is not yesterday anymore... 
4395,1,Sentiment140,#3wordsregardingnkotb The Special Sauce 
3507,0,Sentiment140, idk why but my heart just sank when i saw that.
1735,0,Sentiment140, Doing my Chem 16 Pre-lab. (
3679,1,Sentiment140,- super tired! photo shoot day 2 tommorow!  i'm so exhausted! ahhh!
3943,0,Sentiment140, Mas Que Nada by Sergio Mendes is the Black Eyed Peas one. Not the proper one.
4293,0,Kaggle,"" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism..."" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism..."
55,0,Sentiment140,  congrats to helio though
1113,0,Sentiment140, 6........tomorrow's  a new day...
1000,1,Sentiment140, fucking rur mom
6029,1,Sentiment140,#CSS is wonderful  said @chrispirillo
5655,1,Sentiment140,#followfriday thanks man - here's one back to you for having an incorrect spelling of my name  @barrysnedden
4007,0,Sentiment140, missed my dads phone call
1337,0,Sentiment140, And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.
5318,1,Sentiment140,"#followfriday  @knealemann a smart intelligent, engaging, spot on, handsome did I mention smart ?  Happy Friday everyone"
384,1,Sentiment140, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
697,1,Sentiment140, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
1829,0,Sentiment140, i should have picked that dog up! Oh no  someone go on the freeway off near bob hope and rescue the cute black dog
4968,0,Sentiment140, totally upset
4065,0,Sentiment140, What is this number six?
4227,0,Sentiment140, my stomach hurts!!!
1989,0,Sentiment140," im buzzed and followed friends to punk ass bar, possibility of me getnin laid minimal "
3753,0,Sentiment140, its not fairrrrrr RAWR 
4332,0,Sentiment140, Nothing EVER goes according to plan for me. Now I might only see Katy once. this is so sad. 
3918,1,Sentiment140, life iS Good
5810,1,Sentiment140,#bahrain what's up!! 
4327,0,Sentiment140, not looking forward to my 10 hour shift tomorrow.
1953,0,Sentiment140, i want to shop!! - http://tweet.sg
3126,0,Sentiment140, i seriously hate this assignment. sigh. and i got no mood to do other assignments also coz i'm worrying too much abt this one!! grrr!
1172,0,Sentiment140," Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby."
1184,0,Sentiment140, aloneeeeeeeee
5899,0,Sentiment140,#boredom There is nothing quite like boredom. It sinks in and mocks you with every second that ticks on the clock 
5395,1,Sentiment140,#FollowFriday @PopArtDiva &lt;--- She's my virtual drinking buddy!   Come join the party!! 
878,1,Sentiment140, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
5651,1,Sentiment140,#Followfriday Thanks @chickenpoppod for the suggestion! 
5322,1,Sentiment140,#followfriday  people are filing up to enter the mosque next to my office.
2670,0,Sentiment140, i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...
4262,0,Sentiment140, no more margaret #theapprentice gutted
1834,0,Sentiment140," I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead"
1174,0,Sentiment140, all good things must come to an end.. bye bye Hamptons
1255,0,Sentiment140, At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
1697,1,Sentiment140, i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.
4563,0,Sentiment140,#bgt Im so gutted I turned on halfway through the 2nd act... Flawless are the ones I wanted to see most 
3172,0,Sentiment140, now I have only 39 followers
3766,0,Sentiment140, ive been waiting for earthfest all year. But i cant go... eh! D:
1599,0,Sentiment140, i just sneezed with a strepsil in my mouth and nearly choked (n)
270,1,Sentiment140,   lol all these #robotpickuplines are hilarious 
2533,0,Sentiment140, I don't know..
82,0,Sentiment140,  I wish I could go to T4 On The Beach :'(    Would be great to see @Shontelle_Layne &amp; @DanMerriweather   
2567,0,Sentiment140, i don't like your livejournal because you don't use fancy words like that in real life.
5758,1,Sentiment140,#haveyouever listened to Lights? she's awesome. goodnight now 
319,0,Sentiment140,   I'm SICK of bedtime battles   
1543,0,Sentiment140, chop my hand off please! Advil isn't working
1908,1,Sentiment140, finally got my FMC tickets in the mail!!!!!!!!! yeeeeeeeeeeee
1685,0,Sentiment140," I just woke up but I wanna go back to sleep, someone keep me up lol."
2268,1,Sentiment140, haha! Off the phone with my bby!  I lovee youu!  -Nitee!
1875,0,Sentiment140,- eShoot canceled... It's storming and raining in Tampa!  
4418,0,Sentiment140, only 1 follower. so sad. 
